"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 08 19:02:48 GMT 2024","Sun Sep 08 19:02:49 GMT 2024","1106","tests","test_all","Test","","","test_search_product",""
"passed","Sun Sep 08 19:02:59 GMT 2024","Sun Sep 08 19:03:01 GMT 2024","2178","tests","test_all","Test","","","test_adding_products_in_cart",""
"broken","Sun Sep 08 19:02:07 GMT 2024","Sun Sep 08 19:02:38 GMT 2024","30957","tests","test_all","Test","","","test_register_with_existing_email",""
"passed","Sun Sep 08 19:01:15 GMT 2024","Sun Sep 08 19:01:18 GMT 2024","2553","tests","test_all","Test","","","test_register_user",""
"passed","Sun Sep 08 19:01:21 GMT 2024","Sun Sep 08 19:01:24 GMT 2024","3495","tests","test_all","Test","","","test_valid_login",""
"passed","Sun Sep 08 19:02:55 GMT 2024","Sun Sep 08 19:02:56 GMT 2024","764","tests","test_all","Test","","","test_subscription_in_cart_page",""
"passed","Sun Sep 08 19:01:27 GMT 2024","Sun Sep 08 19:01:28 GMT 2024","1012","tests","test_all","Test","","","test_invalid_login",""
"passed","Sun Sep 08 19:02:52 GMT 2024","Sun Sep 08 19:02:53 GMT 2024","1076","tests","test_all","Test","","","test_subscription_in_home_page",""
"broken","Sun Sep 08 19:01:30 GMT 2024","Sun Sep 08 19:02:04 GMT 2024","33590","tests","test_all","Test","","","test_logout",""
"passed","Sun Sep 08 19:02:44 GMT 2024","Sun Sep 08 19:02:45 GMT 2024","1206","tests","test_all","Test","","","test_all_products_and_product_detail_page",""
"passed","Sun Sep 08 19:02:40 GMT 2024","Sun Sep 08 19:02:41 GMT 2024","946","tests","test_all","Test","","","test_test_cases_page",""
