"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 09 17:28:56 GMT 2024","Mon Sep 09 17:28:59 GMT 2024","3271","tests","test_all","Test","","","test_register_user",""
"passed","Mon Sep 09 17:29:02 GMT 2024","Mon Sep 09 17:29:06 GMT 2024","3754","tests","test_all","Test","","","test_valid_login",""
"passed","Mon Sep 09 17:29:38 GMT 2024","Mon Sep 09 17:29:39 GMT 2024","1095","tests","test_all","Test","","","test_search_product",""
"passed","Mon Sep 09 17:30:08 GMT 2024","Mon Sep 09 17:30:14 GMT 2024","5363","tests","test_all","Test","","","test_register_before_checkout",""
"passed","Mon Sep 09 17:29:59 GMT 2024","Mon Sep 09 17:30:05 GMT 2024","6192","tests","test_all","Test","","","test_register_while_checkout",""
"passed","Mon Sep 09 17:29:42 GMT 2024","Mon Sep 09 17:29:44 GMT 2024","1939","tests","test_all","Test","","","test_subscription_in_home_page",""
"passed","Mon Sep 09 17:29:08 GMT 2024","Mon Sep 09 17:29:09 GMT 2024","871","tests","test_all","Test","","","test_invalid_login",""
"passed","Mon Sep 09 17:29:34 GMT 2024","Mon Sep 09 17:29:35 GMT 2024","1194","tests","test_all","Test","","","test_all_products_and_product_detail_page",""
"passed","Mon Sep 09 17:29:30 GMT 2024","Mon Sep 09 17:29:31 GMT 2024","695","tests","test_all","Test","","","test_test_cases_page",""
"passed","Mon Sep 09 17:29:47 GMT 2024","Mon Sep 09 17:29:47 GMT 2024","876","tests","test_all","Test","","","test_subscription_in_cart_page",""
"passed","Mon Sep 09 17:29:50 GMT 2024","Mon Sep 09 17:29:52 GMT 2024","2023","tests","test_all","Test","","","test_adding_products_in_cart",""
"passed","Mon Sep 09 17:29:27 GMT 2024","Mon Sep 09 17:29:28 GMT 2024","932","tests","test_all","Test","","","test_contact_us_form",""
"passed","Mon Sep 09 17:29:12 GMT 2024","Mon Sep 09 17:29:17 GMT 2024","4589","tests","test_all","Test","","","test_logout",""
"passed","Mon Sep 09 17:29:55 GMT 2024","Mon Sep 09 17:29:56 GMT 2024","1169","tests","test_all","Test","","","test_product_quantity_in_cart",""
"passed","Mon Sep 09 17:29:19 GMT 2024","Mon Sep 09 17:29:24 GMT 2024","4333","tests","test_all","Test","","","test_register_with_existing_email",""
