"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 09 17:02:23 GMT 2024","Mon Sep 09 17:02:24 GMT 2024","987","tests","test_all","Test","","","test_subscription_in_home_page",""
"passed","Mon Sep 09 17:02:39 GMT 2024","Mon Sep 09 17:02:45 GMT 2024","5634","tests","test_all","Test","","","test_register_while_checkout",""
"passed","Mon Sep 09 17:01:21 GMT 2024","Mon Sep 09 17:01:21 GMT 2024","773","tests","test_all","Test","","","test_invalid_login",""
"passed","Mon Sep 09 17:02:30 GMT 2024","Mon Sep 09 17:02:32 GMT 2024","2122","tests","test_all","Test","","","test_adding_products_in_cart",""
"passed","Mon Sep 09 17:01:31 GMT 2024","Mon Sep 09 17:01:36 GMT 2024","4158","tests","test_all","Test","","","test_register_with_existing_email",""
"passed","Mon Sep 09 17:02:48 GMT 2024","Mon Sep 09 17:02:53 GMT 2024","5056","tests","test_all","Test","","","test_register_before_checkout",""
"passed","Mon Sep 09 17:02:35 GMT 2024","Mon Sep 09 17:02:36 GMT 2024","1089","tests","test_all","Test","","","test_product_quantity_in_cart",""
"broken","Mon Sep 09 17:01:38 GMT 2024","Mon Sep 09 17:02:09 GMT 2024","30856","tests","test_all","Test","","","test_contact_us_form",""
"passed","Mon Sep 09 17:02:13 GMT 2024","Mon Sep 09 17:02:13 GMT 2024","571","tests","test_all","Test","","","test_test_cases_page",""
"passed","Mon Sep 09 17:02:27 GMT 2024","Mon Sep 09 17:02:28 GMT 2024","582","tests","test_all","Test","","","test_subscription_in_cart_page",""
"passed","Mon Sep 09 17:01:14 GMT 2024","Mon Sep 09 17:01:18 GMT 2024","3386","tests","test_all","Test","","","test_valid_login",""
"passed","Mon Sep 09 17:02:16 GMT 2024","Mon Sep 09 17:02:17 GMT 2024","1072","tests","test_all","Test","","","test_all_products_and_product_detail_page",""
"passed","Mon Sep 09 17:02:20 GMT 2024","Mon Sep 09 17:02:21 GMT 2024","1035","tests","test_all","Test","","","test_search_product",""
"passed","Mon Sep 09 17:01:09 GMT 2024","Mon Sep 09 17:01:11 GMT 2024","2590","tests","test_all","Test","","","test_register_user",""
"passed","Mon Sep 09 17:01:24 GMT 2024","Mon Sep 09 17:01:29 GMT 2024","4492","tests","test_all","Test","","","test_logout",""
